"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Earliest Priority Date,Title,Applicants,Inventors,Owners,URL,Document Type,Legal Status
800,CN,A,CN 113025639 A,166-147-826-480-749,2021-06-25,2021,CN 202110226393 A,2021-03-01,2021-03-01,Construction method and application of oxygen response type biosensor,UNIV JIANGNAN,DENG YU;;ZHOU SHENGHU;;HAO TINGTING;;MAO YIN;;ZHAO YUNYING;;LI GUOHUI,,https://lens.org/166-147-826-480-749,Patent Application,PENDING
801,CN,A,CN 110117327 A,057-507-919-648-736,2019-08-13,2019,CN 201810115850 A,2018-02-06,2018-02-06,Xanthohumol-related protein and application thereof in preparing products in xanthohumol synthesis pathway,INST GENETICS & DEVELOPMENTAL BIOLOGY CAS,WANG GUODONG;;BAN ZHAONAN,,https://lens.org/057-507-919-648-736,Patent Application,ACTIVE
802,US,A1,US 2018/0067126 A1,076-600-377-167-609,2018-03-08,2018,US 201715816505 A,2017-11-17,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/076-600-377-167-609,Patent Application,ACTIVE
803,US,A1,US 2018/0004537 A1,082-403-148-294-422,2018-01-04,2018,US 201715626020 A,2017-06-16,2016-07-01,Molecular State Machines,MICROSOFT TECHNOLOGY LICENSING LLC,GANJAM KRIS K,MICROSOFT TECHNOLOGY LICENSING LLC (2017-06-14),https://lens.org/082-403-148-294-422,Patent Application,DISCONTINUED
804,US,A1,US 2019/0383829 A1,089-622-602-438-938,2019-12-19,2019,US 201916526203 A,2019-07-30,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/089-622-602-438-938,Patent Application,DISCONTINUED
805,US,B2,US 9863959 B2,099-660-942-078-043,2018-01-09,2018,US 201715409285 A,2017-01-18,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCRS and uses thereof,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/099-660-942-078-043,Granted Patent,ACTIVE
806,ES,A1,ES 2389792 A1,118-488-701-448-539,2012-10-31,2012,ES 201130613 A,2011-04-18,2011-04-18,"System for assembly of genetic pieces. (Machine-translation by Google Translate, not legally binding)",CONSEJO SUPERIOR INVESTIGACION;;UNIV VALENCIA POLITECNICA,ORZAEZ CALATAYUD DIEGO VICENTE;;SARRION PERDIGONES ALEJANDRO;;GRANELL RICHARD ANTONIO;;JUAREZ ORTEGA PALOMA;;FERNANDEZ DEL CARMEN ASUNCION,,https://lens.org/118-488-701-448-539,Patent Application,ACTIVE
807,US,A1,US 2019/0383825 A1,113-944-761-671-534,2019-12-19,2019,US 201916457331 A,2019-06-28,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/113-944-761-671-534,Patent Application,DISCONTINUED
808,CN,A,CN 114908114 A,176-945-481-534-148,2022-08-16,2022,CN 202210467277 A,2022-04-29,2022-04-29,"Yeast cell gene modification method, recombinant yeast and application thereof",UNIV SHENZHEN,WANG YANJING;;JIN FAN,,https://lens.org/176-945-481-534-148,Patent Application,PENDING
809,JP,A,JP 2002272489 A,014-264-094-047-851,2002-09-24,2002,JP 2002061125 A,2002-03-06,1994-07-07,MAMMALIAN TELOMERASE,GERON CORP,VILLEPONTEAU BRYANT;;FENG JUNLI;;FUNK WALTER;;ANDREWS WILLIAM H,,https://lens.org/014-264-094-047-851,Patent Application,EXPIRED
810,AU,A8,AU 2011/278244 A8,054-712-949-746-111,2016-02-11,2016,AU 2011/278244 A,2011-07-18,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCR and uses thereof,UNIV LELAND STANFORD JUNIOR;;VIB VZW;;UNIV BRUXELLES,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,,https://lens.org/054-712-949-746-111,Patent Application,ACTIVE
811,AU,A1,AU 2011/278244 A1,072-413-195-367-74X,2013-02-28,2013,AU 2011/278244 A,2011-07-18,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCR and uses thereof,UNIV LELAND STANFORD JUNIOR;;VIB VZW;;UNIV BRUXELLES,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,,https://lens.org/072-413-195-367-74X,Patent Application,ACTIVE
812,RU,C2,RU 2708311 C2,078-183-260-331-653,2019-12-05,2019,RU 2016145958 A,2015-04-24,2014-04-25,CHIMERIC ANTIGENIC RECEPTORS WITH MND-PROMOTER,BLUEBIRD BIO INC,MORGAN RICHARD;;FRIEDMAN KEVIN;;RYU BYOUNG,,https://lens.org/078-183-260-331-653,Granted Patent,ACTIVE
813,CN,A,CN 102939390 A,098-518-293-650-033,2013-02-20,2013,CN 201180017179 A,2011-03-29,2010-03-29,"Peptide nucleicacid probe, kit and method for detection and/or quantification of salmonella spp. and applications thereof",UNIV DO MINHO,RIBEIRO PINTO DE OLIVEIRA AZEVEDO NUNO FILIPE;;LOPES DA COSTA VIEIRA MARIA JOAO;;FERNANDES ALMEIDA CARINA MANUELA;;KEEVIL CHARLES WILLIAM,,https://lens.org/098-518-293-650-033,Patent Application,INACTIVE
814,CN,U,CN 205284669 U,094-283-680-386-43X,2016-06-08,2016,CN 201520861149 U,2015-11-02,2015-11-02,Photosynthetic controlling means of light in aquarium,GUANGDONG BOYU GROUP CO LTD;;GUANGDONG YADE AQUATIC CO LTD,YU BINGYAN;;YU JIANQIN;;QIU YUANRUI,,https://lens.org/094-283-680-386-43X,Limited Patent,ACTIVE
815,CN,A,CN 103180734 A,193-619-257-352-772,2013-06-26,2013,CN 201180044888 A,2011-07-18,2010-07-16,Protein binding domains stabilizing functional conformational states of gpcrs and uses thereof,VIB VZW;;UNIV BRUXELLES;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOEREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,,https://lens.org/193-619-257-352-772,Patent Application,ACTIVE
816,CN,A,CN 102061302 A,122-684-457-298-446,2011-05-18,2011,CN 201010560367 A,2010-11-26,2010-11-26,Synthetic method of enterokinase light chain gene and preparation method of expression product of enterokinase light chain gene,BEIJING HAIYAN PHARMACEUTICAL CO LTD YANGTZE RIVER PHARMACEUTICAL GROUP,TONG ZHANG;;SONG JIANG;;ZIYI YANG;;GUANGWEI LI;;MIAOSHU YUE;;XIAOWEN LI,,https://lens.org/122-684-457-298-446,Patent Application,INACTIVE
817,US,A1,US 2019/0383826 A1,154-630-243-492-304,2019-12-19,2019,US 201916459056 A,2019-07-01,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/154-630-243-492-304,Patent Application,DISCONTINUED
818,US,B2,US 11162953 B2,176-982-922-366-227,2021-11-02,2021,US 201916526099 A,2019-07-30,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCRS and uses thereof,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR;;BOARD OF TRUSTEES OF LELAND STANFORD JR UNIV,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/176-982-922-366-227,Granted Patent,ACTIVE
819,CN,A,CN 115181715 A,198-152-405-098-362,2022-10-14,2022,CN 202210955587 A,2022-08-10,2022-08-10,Recombinant escherichia coli capable of efficiently producing monophosphate lipoid A vaccine adjuvant,UNIV JIANGNAN,WANG XIAOYUAN;;WANG ZHEN;;ZHAO AIZHEN;;WANG CHENHUI;;HUANG DANYANG,,https://lens.org/198-152-405-098-362,Patent Application,PENDING
820,CN,A,CN 111777668 A,023-364-416-639-855,2020-10-16,2020,CN 202010737523 A,2020-07-28,2020-07-28,"Modified polypeptide based on marine cyclic peptide Samoamide A, synthetic method and application",UNIV ANHUI POLYTECHNIC,GE FEI;;CHEN LIUWANG;;LI WANZHEN;;TAO YUGUI;;SONG PING;;ZHU LONGBAO;;ZHANG WEIWEI,,https://lens.org/023-364-416-639-855,Patent Application,ACTIVE
821,RU,C1,RU 2142015 C1,121-748-472-738-386,1999-11-27,1999,RU 94034733 A,1992-08-21,1991-09-06,"DNA FRAGMENT ENCODING PROTEIN GELONIN AND METHOD OF ITS PRODUCING, VECTOR PROVIDING PROTEIN GELONIN EXPRESSION, RECOMBINANT STRAIN ESCHERICHIA COLI - PRODUCER OF PROTEIN GELONIN",RES DEV FOUNDATION,MAJKL G ROZENBLJUM;;KENNET L BITTI,,https://lens.org/121-748-472-738-386,Granted Patent,EXPIRED
822,CN,A,CN 103150487 A,174-984-402-698-339,2013-06-12,2013,CN 201210497419 A,2012-11-29,2012-11-29,Method for constructing network regulation and control of chicken muscle creatinine synthetic path related key enzyme genes,UNIV YANGZHOU,CHEN GUOHONG;;CHANG GUOBIN;;LUAN DEQIN;;CHEN RONG;;ZHANG YING;;MA TENG;;XIA MINGXIU;;DAI AIQIN;;ZHAI FEI;;LIU LU;;CHEN JING;;WANG HONGZHI;;XU LU,,https://lens.org/174-984-402-698-339,Patent Application,ACTIVE
823,CN,A,CN 107722307 A,143-965-955-485-159,2018-02-23,2018,CN 201710998217 A,2017-10-24,2017-10-24,"Magnetism, pH (potential of hydrogen) and temperature co-stimulation response hydrogel pre-radiation synthetic method",UNIV HUBEI SCIENCE & TECHNOLOGY,LI YUESHENG,,https://lens.org/143-965-955-485-159,Patent Application,DISCONTINUED
824,WO,A2,WO 2022/082082 A2,050-826-949-033-306,2022-04-21,2022,US 2021/0055333 W,2021-10-17,2020-10-16,LUNG TREATMENT COMPOSITIONS,LEHRMAN SHERWOOD RUSS;;GOLDIN EHUD,LEHRMAN SHERWOOD RUSS;;GOLDIN EHUD,,https://lens.org/050-826-949-033-306,Patent Application,PENDING
825,US,A1,US 2006/0078559 A1,157-941-783-778-431,2006-04-13,2006,US 12910705 A,2005-05-13,2004-05-14,Ligand for G-protein coupled receptor FPRL2 and uses thereof,MIGEOTTE ISABELLE;;PARMENTIER MARC;;COMMUNI DAVID;;BRAIT MARYSE,MIGEOTTE ISABELLE;;PARMENTIER MARC;;COMMUNI DAVID;;BRAIT MARYSE,OGEDA SA (2005-02-09),https://lens.org/157-941-783-778-431,Patent Application,ACTIVE
826,US,A1,US 2015/0322508 A1,141-236-507-002-448,2015-11-12,2015,US 201214758401 A,2012-12-28,2012-12-28,METHOD FOR COMPLETE TRACKING OF A SET OF BIOLOGICAL SAMPLES CONTAINING DNA OR RNA THROUGH MOLECULAR BARCODE IDENTIFICATION DURING LABORATORIAL WORKFLOW AND KIT FOR COLLECTING BIOLOGICAL SAMPLES CONTAINING DNA OR RNA,FLEURY S A,MITNE NETO MIGUEL;;MIYASHIRO KOZUE;;DOS SANTOS MARCOS TADEU,FLEURY S.A (2015-06-18),https://lens.org/141-236-507-002-448,Patent Application,DISCONTINUED
827,CN,A,CN 115261400 A,034-847-705-499-719,2022-11-01,2022,CN 202210835613 A,2022-07-15,2022-07-15,Method for promoting biosynthesis of heme in B. subtilis,UNIV SHANDONG TECHNOLOGY,YANG SHAOMEI;;WANG ANLONG;;LI JIACHANG;;SHAO YUNHANG,,https://lens.org/034-847-705-499-719,Patent Application,PENDING
828,WO,A1,WO 2014/100866 A1,033-373-194-231-172,2014-07-03,2014,BR 2012000548 W,2012-12-28,2012-12-28,METHOD FOR COMPLETE TRACKING OF A SET OF BIOLOGICAL SAMPLES CONTAINING DNA OR RNA THROUGH MOLECULAR BARCODE IDENTIFICATION DURING LABORATORIAL WORKFLOW AND KIT FOR COLLECTING BIOLOGICAL SAMPLES CONTAINING DNA OR RNA,FLEURY S A,MITNE NETO MIGUEL;;MYASHIRO KOZUE;;DOS SANTOS MARCOS TADEU,,https://lens.org/033-373-194-231-172,Patent Application,PENDING
829,WO,A2,WO 2014/178741 A2,038-183-321-832-793,2014-11-06,2014,PT 2014000023 W,2014-04-30,2013-04-30,"PEPTIDE NUCLEIC ACID PROBE, KIT AND METHOD FOR DETECTING AND/OR QUANTIFYING ESCHERICHIA COLI O157:H7 AND RESPECTIVE USES",UNIV DO MINHO;;UNIV DO PORTO;;BIOMODE BIOMOLECULAR DETERMINATION S A,FERNANDES ALMEIDA CARINA MANUELA;;DE SOUSA JOSÉ MÁRIO;;ALVES ROCHA RUI JORGE;;MACIEIRA CERQUEIRA LAURA ISABEL;;DA COSTA VIEIRA MARIA JO O LOPES;;DE OLIVEIRA AZEVEDO NUNO FILIPE RIBEIRO PINTO,,https://lens.org/038-183-321-832-793,Patent Application,PENDING
830,CN,U,CN 2096103 U,180-771-599-639-217,1992-02-12,1992,CN 91206515 U,1991-04-18,1991-04-18,MULTIFUNCTIONAL TEACHING BOARD,RONG WEIGAN,WEIGAN RONG,,https://lens.org/180-771-599-639-217,Patent Application,EXPIRED
831,CN,A,CN 107828730 A,083-696-363-841-28X,2018-03-23,2018,CN 201711082916 A,2017-11-07,2017-11-07,General type CART/TCRT cells with antibody drug resistance as well as construction method of general type CART/TCRT cells,NANJING BIOHENG BIOTECHNOLOGY CO LTD,HE XIAOHONG;;WANG YANBIN;;YUAN PENG,,https://lens.org/083-696-363-841-28X,Patent Application,ACTIVE
832,CN,A,CN 110698557 A,125-009-467-762-011,2020-01-17,2020,CN 201911075755 A,2019-11-06,2019-11-06,"ACTH (adrenocorticotropic hormone) mutant, recombinant protein and their application, and kit containing ACTH recombinant protein",ZHENGZHOU IMMUNO BIOTECH CO LTD,ZHAO QIAOHUI;;SUN JINGJING;;CHEN CHAO;;LI GUILIN;;FU GUANGYU;;WU XUEWEI;;YANG ZENGLI,,https://lens.org/125-009-467-762-011,Patent Application,ACTIVE
833,WO,A1,WO 2020/124830 A1,135-859-977-045-710,2020-06-25,2020,CN 2019078809 W,2019-03-20,2018-12-17,ARTIFICAL TANDEM PROMOTER-BASED EFFICIENT INDUCIBLE BACILLUS SUBTILIS EXPRESSION SYSTEM,UNIV JIANGNAN,ZHOU ZHEMIN;;CUI WENJING;;HAN LAICHUANG;;HAO WENLIANG;;ZHOU LI;;LIU ZHONGMEI;;YAN YU,,https://lens.org/135-859-977-045-710,Patent Application,PENDING
834,WO,A1,WO 2008/089983 A1,147-685-945-903-088,2008-07-31,2008,EP 2008000545 W,2008-01-24,2007-01-24,TWO-COMPONENT SYSTEM FOR PROGRAMMING A BACTERIAL MEMBRANE,UNIV WUERZBURG J MAXIMILIANS;;DANDEKAR THOMAS,DANDEKAR THOMAS,,https://lens.org/147-685-945-903-088,Patent Application,PENDING
835,CN,A,CN 102382176 A,038-992-847-883-798,2012-03-21,2012,CN 201110381234 A,2011-11-26,2011-11-26,Oral cavity cariogenic bacterium-resisting polypeptide Pm11 and preparation method thereof,LONGXING NI,LONGXING NI;;RUI TAO,,https://lens.org/038-992-847-883-798,Patent Application,INACTIVE
836,CN,A,CN 112921021 A,125-914-609-297-873,2021-06-08,2021,CN 202110275116 A,2021-03-15,2021-03-15,"Aldolase mutant and its application in production of 1, 3-propylene glycol",UNIV BEIJING CHEM TECH,ZENG ANPING;;MENG HAO;;REN JIE,,https://lens.org/125-914-609-297-873,Patent Application,ACTIVE
837,RU,C2,RU 2218353 C2,064-259-314-004-173,2003-12-10,2003,RU 98118678 A,1997-03-10,1996-03-11,"HUMAN BICUNIN (VARIANTS), DNA ENCODING ITS AND EXPRESSION VECTOR (VARIANTS)",BAJER CORP,TAMBURINI POL P;;DEHVIS GARI;;DELARIA KEHTRIN A;;MARLOR KRISTOFER V;;MULLER DEHNIEL K,,https://lens.org/064-259-314-004-173,Granted Patent,EXPIRED
838,US,A1,US 2021/0163963 A1,059-790-434-472-794,2021-06-03,2021,US 202117160582 A,2021-01-28,2018-12-17,Bacillus Subtilis Efficiently-Induced Expression System Based on Artificial Series Promoter,UNIV JIANGNAN,ZHOU ZHEMIN;;CUI WENJING;;HAN LAICHUANG;;HAO WENLIANG;;ZHOU LI;;LIU ZHONGMEI;;YAN YU,JIANGNAN UNIVERSITY (2020-12-28),https://lens.org/059-790-434-472-794,Patent Application,PENDING
839,WO,A1,WO 2022/034073 A1,157-178-597-448-133,2022-02-17,2022,EP 2021072267 W,2021-08-10,2020-08-10,PRODUCTION OF FUCOSYLATED LACTOSE STRUCTURES BY A CELL,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAÄ;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/157-178-597-448-133,Patent Application,PENDING
840,CN,A,CN 101054246 A,071-834-396-463-200,2007-10-17,2007,CN 200710027322 A,2007-03-23,2007-03-23,Water integrative treatment technique for prawn cultivation,UNIV GUANGDONG OCEAN,HU XIANDE,,https://lens.org/071-834-396-463-200,Patent Application,INACTIVE
841,CN,A,CN 114588956 A,086-668-282-269-745,2022-06-07,2022,CN 202011396387 A,2020-12-03,2020-12-03,Laminar flow effect-based micro-fluidic chip glutathione local hydrophilic modification method,DALIAN CHEMICAL PHYSICAL INST OF CHINESE ACADEMY OF SCIENCES,QIN JIANHUA;;LIU HAITAO,,https://lens.org/086-668-282-269-745,Patent Application,PENDING
842,CN,A,CN 115704046 A,012-667-725-644-761,2023-02-17,2023,CN 202110929244 A,2021-08-13,2021-08-13,Gene translation system regulated and controlled by unnatural amino acid and application of gene translation system,UNIV BEIJING,LIU TAO;;CHEN CHAO;;HUANG YUJIA,,https://lens.org/012-667-725-644-761,Patent Application,PENDING
843,CN,A,CN 103571835 A,077-321-835-674-849,2014-02-12,2014,CN 201310595448 A,2013-11-22,2013-11-22,"System and microorganism for producing taxadiene, and application of system or microorganism",UNIV WUHAN,LIU TIANGANG;;ZHU FAYIN;;CAO XIAOYING;;ZHANG YUCHEN;;BIAN GUANGKAI;;DENG ZIXIN,,https://lens.org/077-321-835-674-849,Patent Application,ACTIVE
844,CN,A,CN 103641825 A,100-179-488-260-509,2014-03-19,2014,CN 201310539176 A,2013-11-01,2013-11-01,Naphthalimide derivative and application thereof as enzyme inhibitor and pesticide,UNIV DALIAN TECH,YANG QING;;LIU TIAN;;QIAN XUHONG;;GUO PENG,,https://lens.org/100-179-488-260-509,Patent Application,DISCONTINUED
845,CN,A,CN 111394290 A,157-179-525-832-878,2020-07-10,2020,CN 202010223111 A,2020-03-26,2020-03-26,Genetic engineering bacteria producing longifolene and construction method of genetic engineering bacteria and application,UNIV BEIJING CHEM TECH,LIU YANHUI;;WEI LIJUAN,,https://lens.org/157-179-525-832-878,Patent Application,DISCONTINUED
846,CN,A,CN 107746831 A,106-959-884-559-962,2018-03-02,2018,CN 201711082910 A,2017-11-07,2017-11-07,Universal CART/TCRT cell with chemotherapeutic drug resistance and construction method of universal CART/TCRT cell,NANJING BIOHENG BIOTECH CO LTD,HE XIAOHONG;;WANG YANBIN;;YUAN PENG,,https://lens.org/106-959-884-559-962,Patent Application,ACTIVE
847,CN,A,CN 104007211 A,136-508-359-300-640,2014-08-27,2014,CN 201410260786 A,2014-06-13,2014-06-13,Method for extracting plant viruses from plant tissue and authenticating plant viruses through MALDI-TOF-MS,UNIV JIANGNAN,MA WEI;;XU CHUANLAI;;WANG WENBIN;;KUANG HUA;;XU LIGUANG;;LIU LIQIANG;;SONG SHANSHAN;;WU XIAOLING,,https://lens.org/136-508-359-300-640,Patent Application,DISCONTINUED
848,CN,A,CN 114516899 A,162-311-240-614-398,2022-05-20,2022,CN 202210102034 A,2022-01-27,2022-01-27,Antibacterial peptide YHX-5 and application thereof,CHINESE OCEAN UNIV,YI HUAXI;;LI JIANXUN;;LIU YINXUE;;LIU YISUO;;BU YUSHAN;;LIU TONGJIE;;GONG PIMIN;;ZHANG LANWEI,,https://lens.org/162-311-240-614-398,Patent Application,PENDING
849,CN,A,CN 104694556 A,181-991-599-778-787,2015-06-10,2015,CN 201410770593 A,2014-12-14,2014-12-14,Antrodia camphorate FPPS (farnesyl diphosphate synthase) protein gene as well as cloning and sequencing method thereof,SHANGHAI QINSHENGYUAN BIOTECHNOLOGY CO LTD,GUAN RONGLIANG;;CHEN GUOYI;;QIU DONGHUI;;ZHOU LONG;;CHEN YU;;WANG WEIPING;;WANG FANG;;WANG JING,,https://lens.org/181-991-599-778-787,Patent Application,DISCONTINUED
850,WO,A1,WO 2017/100125 A1,104-584-094-195-438,2017-06-15,2017,US 2016/0064938 W,2016-12-05,2015-12-10,"COMPOSITIONS AND METHODS FOR TREATING OR AMELIORATING NEUROINFLAMMATION, NEURODEGENERATION, NEUROPATHIC PAIN, AND MIGRAINE",UNIV CALIFORNIA,MILLER YURY;;YAKSH TONY L,,https://lens.org/104-584-094-195-438,Patent Application,PENDING
851,CN,A,CN 110114469 A,130-241-850-991-383,2019-08-09,2019,CN 201780080949 A,2017-12-26,2016-12-27,IN VIVO SYNTHESIS OF SIALYLATED COMPOUNDS,INBIOSE NV,BEAUPREZ JOERI;;COUSSEMENT PIETER;;VAN HERPE DRIES;;PETERS GERT;;VERCAUTEREN ANNELIES,,https://lens.org/130-241-850-991-383,Patent Application,PENDING
852,CN,A,CN 114438073 A,011-872-039-993-60X,2022-05-06,2022,CN 202111601141 A,2021-12-24,2021-12-24,"Phage enzyme-assisted in-vivo DNA fragment assembly method, kit and application thereof",UNIV SHANDONG,QI QINGSHENG;;PANG QINGXIAO;;SU TIANYUAN,,https://lens.org/011-872-039-993-60X,Patent Application,PENDING
853,CN,A,CN 113621593 A,068-962-051-811-415,2021-11-09,2021,CN 202110884834 A,2021-08-03,2021-08-03,"Polyketide synthases EnPKS1 and EnPKS2 from Erythroxylum novogranatense, and gene and application of polyketide synthases EnPKS1 and EnPKS2",KUNMING INST BOTANY CAS,HUANG SHENGXIONG;;YANG JING;;TIAN TIAN;;HUANG JIANPING;;WANG YONGJIANG;;LI JIE,,https://lens.org/068-962-051-811-415,Patent Application,PENDING
854,CN,A,CN 105295896 A,078-792-095-345-376,2016-02-03,2016,CN 201510578824 A,2015-09-11,2015-09-11,Specifically marked capsaicin fluorescent probe and synthetic method and application thereof,UNIV ZHEJIANG,YU PEILIN;;SONG ZHENZHEN;;LUO JIANHONG;;YANG WEI,,https://lens.org/078-792-095-345-376,Patent Application,ACTIVE
855,CN,A,CN 112011587 A,110-371-878-830-653,2020-12-01,2020,CN 202010787659 A,2020-08-07,2020-08-07,Erasable and rewritable living cell sensing recording system and application thereof,UNIV EAST CHINA SCIENCE & TECH,YE BANGCE;;ZOU ZHENPING;;FANG TINGTING,,https://lens.org/110-371-878-830-653,Patent Application,PENDING
856,CN,A,CN 114874966 A,158-414-830-526-897,2022-08-09,2022,CN 202210677909 A,2022-06-15,2022-06-15,Construction method and application of escherichia coli engineering strain with high yield of 3 '-sialyllactose,UNIV JIANGNAN,MU WANMENG;;ZHANG WENLI;;ZHANG JIAMENG;;ZHU YINGYING,,https://lens.org/158-414-830-526-897,Patent Application,PENDING
857,CA,A1,CA 3048521 A1,008-168-567-275-479,2018-07-05,2018,CA 3048521 A,2017-12-26,2016-12-27,IN VIVO SYNTHESIS OF SIALYLATED COMPOUNDS,INBIOSE NV,BEAUPREZ JOERI;;COUSSEMENT PIETER;;VAN HERPE DRIES;;PETERS GERT;;VERCAUTEREN ANNELIES,,https://lens.org/008-168-567-275-479,Patent Application,PENDING
858,CN,A,CN 114540209 A,133-260-544-895-599,2022-05-27,2022,CN 202111581215 A,2021-12-22,2021-12-22,Saccharomyces cerevisiae with capability of rapidly assimilating mannitol and application of saccharomyces cerevisiae in production of terpenoids,UNIV SOUTH CHINA SCIENCE & TECH,LI SHUANG;;ZHU CHAOYI;;WU TAO,,https://lens.org/133-260-544-895-599,Patent Application,PENDING
859,EP,B1,EP 0244444 B1,102-938-506-193-635,1994-02-02,1994,EP 86906210 A,1986-10-03,1985-10-04,MAGNETIC-POLYMER PARTICLES.,IMMUNICON CORP,OWEN CHARLES S;;SILVIA JOHN C;;D ANGELO LOUIS;;LIBERTI PAUL A,,https://lens.org/102-938-506-193-635,Granted Patent,EXPIRED
860,CN,A,CN 101824102 A,011-134-383-690-160,2010-09-08,2010,CN 201010163998 A,2010-04-27,2010-04-27,N-(ethylamino) inulin and preparation and application thereof,YANTAI INST COASTAL ZONE RES CAS,FANG DONG;;ZHANYONG GUO;;JINGLI LIU;;JIANMING REN,,https://lens.org/011-134-383-690-160,Patent Application,ACTIVE
861,CN,A,CN 111944832 A,106-669-688-598-731,2020-11-17,2020,CN 202010883945 A,2020-08-28,2020-08-28,"Free-living nitrogen fixation gene for plants, nitrogenase expression cassette, and preparation method and application of nitrogenase expression cassette",SHANGHAI ACAD AGRI SCIENCES,YAO QUANHONG;;PENG RIHE;;GAO JIANJIE;;TIAN YONGSHENG;;WANG BO;;WANG LIJUAN;;FU XIAOYAN;;LI ZHENJUN;;HAN HONGJUAN;;XU JING;;ZHANG FUJIAN;;ZHANG WENHUI,,https://lens.org/106-669-688-598-731,Patent Application,ACTIVE
