"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Earliest Priority Date,Title,Applicants,Inventors,Owners,URL,Legal Status
815,WO,A1,WO 2003/082990 A1,082-922-560-865-092,2003-10-09,2003,IN 0300071 W,2003-03-24,2002-03-28,"A NATURAL FLUORESCENT DYE OBTAINED FROM A MARINE INVERTEBRATE, COMPOSITIONS CONTAINING THE SAID DYE AND THEIR USES",COUNCIL SCIENT IND RES;;GOSWAMI USHA;;GANGULY ANUTOSH,GOSWAMI USHA;;GANGULY ANUTOSH,,https://lens.org/082-922-560-865-092,PATENTED
816,JP,A,JP 2015136303 A,120-512-569-117-394,2015-07-30,2015,JP 2014007964 A,2014-01-20,2014-01-20,EXPRESSION SYSTEM OF TARGET GENE IN YEAST AND USE THEREOF,TOYOTA CENTRAL RES & DEV;;UNIV YAMAGUCHI,MATSUYAMA TAKASHI;;ITO YOICHIRO;;KATAHIRA SATOSHI;;NAKAMURA KAZUYUKI;;KITAGAWA TAKAO,,https://lens.org/120-512-569-117-394,ACTIVE
817,WO,A1,WO 2020/201305 A1,146-972-509-690-691,2020-10-08,2020,EP 2020059166 W,2020-03-31,2019-04-01,"4-(2,4-BIS(2-HYDROXYPHENYL)-1H-IMIDAZOL-1-YL)BENZOIC ACID DERIVATIVES AS NOVEL IRON CHELATORS",VIFOR INT AG,BUHR WILM;;BURGERT MICHAEL;;DÜRRENBERGER FRANZ;;KALOGERAKIS ARIS;;MANOLOVA VANIA;;NYFFENEGGER NAJA;;UMLAND KLAUS-DANIEL,,https://lens.org/146-972-509-690-691,PENDING
818,CN,A,CN 106701843 A,126-634-468-223-896,2017-05-24,2017,CN 201610928662 A,2016-10-31,2016-10-31,High efficiency biosynthesis method of caffeic acid with catechol as substrate,UNIV JIANGNAN,ZHOU JINGWEN;;CHEN JIAN;;LYU YONGKUN;;DU GUOCHENG,,https://lens.org/126-634-468-223-896,DISCONTINUED
819,US,A1,US 2022/0154235 A1,071-754-438-649-91X,2022-05-19,2022,US 201715831379 A,2017-12-04,2016-12-03,"Synell Creation, Evolution, And Digital Transmission",MASSACHUSETTS INST TECHNOLOGY,MERSHIN ANDREAS;;ADAMALA KATARZYNA PAULINA,,https://lens.org/071-754-438-649-91X,DISCONTINUED
820,CN,A,CN 103554004 A,168-173-666-544-599,2014-02-05,2014,CN 201310459336 A,2007-12-13,2006-12-19,Pharmaceutically acceptable salts of thymodepressin and processes for their manufacture,APOTEX TECHNOLOGIES INC,TAM TIM FAT;;N ZEMBA BLAISE;;LEUNG-TOUNG REGIS;;WANG YINGSHENG;;ZHAO YANQING;;YU LILY,,https://lens.org/168-173-666-544-599,DISCONTINUED
821,WO,A2,WO 2023/063892 A2,039-166-644-703-04X,2023-04-20,2023,SG 2022050736 W,2022-10-14,2021-10-14,HIGH-THROUGHPUT COMBINATORIAL DNA ASSEMBLY VIA MICROFLUIDICS,NATIONAL UNIV OF SINGAPORE,LIM CHWEE TECK;;ZHOU YING;;WANG MING;;DAO VIET LINH;;POH CHUEH LOO,,https://lens.org/039-166-644-703-04X,PENDING
822,WO,A1,WO 2018/035377 A1,064-003-524-956-958,2018-02-22,2018,US 2017/0047440 W,2017-08-17,2016-08-17,NUCLEIC ACID PRODUCTS AND METHODS OF ADMINISTRATION THEREOF,FACTOR BIOSCIENCE INC,ANGEL MATTHEW;;ROHDE CHRISTOPHER,,https://lens.org/064-003-524-956-958,PENDING
823,US,A1,US 2016/0283650 A1,182-682-133-055-998,2016-09-29,2016,US 201615055319 A,2016-02-26,2015-02-26,METHOD FOR IDENTIFYING SYNTHETIC LETHALITY,UNIV COLUMBIA,JACUNSKI ALEXANDRA;;TATONETTI NICHOLAS,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK (2016-05-05),https://lens.org/182-682-133-055-998,DISCONTINUED
824,EP,A4,EP 3409781 A4,013-257-337-257-633,2019-07-03,2019,EP 16888318 A,2016-12-13,2016-01-28,RECOMBINANT MICROORGANISM HAVING ABILITY TO PRODUCE POLY(LACTATE-CO-GLYCOLATE) OR COPOLYMER THEREOF FROM XYLOSE AND METHOD FOR PREPARING POLY(LACTATE-CO-GLYCOLATE) OR COPOLYMER THEREOF BY USING SAME,KOREA ADVANCED INST SCI & TECH,LEE SANG YUP;;CHOI SO YOUNG;;PARK SI JAE,,https://lens.org/013-257-337-257-633,PENDING
825,US,A1,US 2013/0078690 A1,032-029-335-390-064,2013-03-28,2013,US 201013508472 A,2010-05-12,2008-11-06,"BIOLOGICAL AND CHEMICAL PROCESS UTILIZING CHEMOAUTOTROPHIC MICROORGANISMS FOR THE CHEMOSYTHETIC FIXATION OF CARBON DIOXIDE AND/OR OTHER INORGANIC CARBON SOURCES INTO ORGANIC COMPOUNDS, AND THE GENERATION OF ADDITIONAL USEFUL PRODUCTS",REED JOHN S;;KIVERDI INC,REED JOHN S,KIVERDI INC (2012-05-03),https://lens.org/032-029-335-390-064,DISCONTINUED
826,US,B2,US 11230706 B2,174-052-623-835-739,2022-01-25,2022,US 201716071425 A,2017-01-19,2016-01-19,"Method of generating a synthetic antibody library, said library and application(s) thereof",ZUMUTOR BIOLOGICS INC,CHATTERJEE SOHANG;;IYER RODRIGUES KAVITHA;;GHOSH MALOY;;MAITY SUNIT;;UNNIKRISHNAN DIVYA;;MANJUNATH BANGALORE MUNIRAJU YOGENDRA;;MURUGESAN SATHYABALAN;;MUKUNDA PAVITHRA;;PRASAD BHARGAV;;KAMANAGOWDA VEERESHA;;BHATTACHARJEE SANGHAMITRA;;KUMAR DAKSHINAMURTHY PRAVIN;;HALAN VIVEK;;SRINIVASAN SANKARANARAYANAN;;HORA ANURADHA;;NATARAJAN BAIRAVABALAKUMAR;;NAIR KARTHIKA;;THANIGAIVEL ASWINI;;AMOL MALIWALAVE;;RAVINDRA SHENOY BHARATH;;BHIMA RAO SAHANA;;PRAKASH CHAKRABARTY SUBHRA;;KUMAR DUBEY ASHVINI;;KHAN AMIR;;SHARMA ANKURINA;;SHARMA RASHMI;;TIWARI ANURAG;;KUMAR SANTOSH;;PATEL SHIVANI;;MARKANDA NIKITHA,ZUMUTOR BIOLOGICS INC (2018-09-11),https://lens.org/174-052-623-835-739,ACTIVE
827,WO,A1,WO 2016/131052 A1,045-222-310-496-969,2016-08-18,2016,US 2016/0018065 W,2016-02-16,2015-02-13,NUCLEIC ACID PRODUCTS AND METHODS OF ADMINISTRATION THEREOF,FACTOR BIOSCIENCE INC,ANGEL MATTHEW;;ROHDE CHRISTOPHER,,https://lens.org/045-222-310-496-969,PENDING
828,WO,A1,WO 2021/081656 A1,117-602-459-770-123,2021-05-06,2021,CA 2020051464 W,2020-10-29,2019-11-01,AN ELECTROCHEMICAL INTERFACE FOR MOLECULAR CIRCUIT-BASED OUTPUTS,GOVERNING COUNCIL UNIV TORONTO,PARDEE KEITH;;KELLEY SHANA OLWYN;;SMITH SARAH JANE;;MOUSAVI PEIVAND SADAT;;CHEN JENISE BOEY;;LIU WENHAN,,https://lens.org/117-602-459-770-123,PENDING
829,US,B2,US 10497464 B2,006-864-618-424-195,2019-12-03,2019,US 201615334126 A,2016-10-25,2015-10-28,Method and device for in silico prediction of chemical pathway,SAMSUNG ELECTRONICS CO LTD,SIVA KIMAR TADI VENKATA;;BHADURI ANIRBAN;;KIM TAEYONG;;GIRI VARUN,SAMSUNG ELECTRONICS CO. LTD (2016-10-17),https://lens.org/006-864-618-424-195,ACTIVE
830,WO,A1,WO 2011/103215 A1,068-318-033-776-065,2011-08-25,2011,US 2011/0025128 W,2011-02-16,2010-02-16,EMBEDDED CHIMERIC PEPTIDE NUCLEIC ACIDS AND USE THEREOF,SINAI SCHOOL MEDICINE;;BIEKER JAMES J,BIEKER JAMES J,,https://lens.org/068-318-033-776-065,PENDING
831,WO,A1,WO 2011/056183 A1,175-126-238-345-595,2011-05-12,2011,US 2010/0001402 W,2010-05-12,2009-11-06,"BIOLOGICAL AND CHEMICAL PROCESS UTILIZING CHEMOAUTOTROPHIC MICROORGANISMS FOR THE CHEMOSYNTHETIC FIXATION OF CARBON DIOXIDE AND/OR OTHER INORGANIC CARBON SOURCES INTO ORGANIC COMPOUNDS, AND THE GENERATION OF ADDITIONAL USEFUL PRODUCTS",SEQUESCO;;REED JOHN,REED JOHN,,https://lens.org/175-126-238-345-595,PENDING
832,WO,A3,WO 2007/056441 A3,140-662-618-565-732,2007-07-26,2007,US 2006/0043458 W,2006-11-07,2005-11-07,BINDING POLYPEPTIDES WITH DIVERSIFIED AND CONSENSUS VH/VL HYPERVARIABLE SEQUENCES,GENENTECH INC;;DENNIS MARK;;LIANG WEI-CHING;;WU YAN,DENNIS MARK;;LIANG WEI-CHING;;WU YAN,,https://lens.org/140-662-618-565-732,PENDING
833,CN,A,CN 112469720 A,084-524-424-615-565,2021-03-09,2021,CN 201980040733 A,2019-04-17,2018-04-20,DUAL ATM AND DNA-PK INHIBITORS FOR USE IN ANTI-TUMOR THERAPY,XRAD THERAPEUTICS INC,WANG YAODE;;FU JIANMIN;;SUN YUE;;WU GUOSHENG;;LU AIJUN;;ZHANG SHUANG;;GOODNOW ROBERT;;GILMER TONA;;KASTAN MICHAEL;;KIRSCH DAVID,,https://lens.org/084-524-424-615-565,PENDING
834,WO,A1,WO 1993/022343 A1,045-811-353-110-363,1993-11-11,1993,US 9304179 W,1993-05-03,1992-05-01,MULTIPLE ANTIGEN PEPTIDE SYSTEM HAVING ADJUVANT PROPERTIES AND VACCINES PREPARED THEREFROM,UNIV ROCKEFELLER;;TAM JAMES P,TAM JAMES P,,https://lens.org/045-811-353-110-363,PENDING
835,EP,B1,EP 0644202 B1,126-152-355-962-711,1997-03-05,1997,EP 94108611 A,1990-12-14,1990-12-14,Synthetic antigens for the detection of antibodies to hepatitis C virus,INNOGENETICS NV,DELEYS ROBERT J;;POLLET DIRK;;MAERTENS GEERT;;VAN HEUVERSWYN HUGO,INNOGENETICS N.V. (2005-06-01),https://lens.org/126-152-355-962-711,EXPIRED
836,WO,A2,WO 2005/017093 A2,137-783-190-836-046,2005-02-24,2005,CA 2004001510 W,2004-08-16,2003-08-15,POLYPEPTIDES OF STREPTOCOCCUS PYOGENES,ID BIOMEDICAL CORP;;RIOUX STEPHANE;;MARTIN DENIS;;HAMEL JOSEE;;BRODEUR BERNARD R;;RHEAULT PATRICK;;DROUIN NATHALIE,RIOUX STEPHANE;;MARTIN DENIS;;HAMEL JOSEE;;BRODEUR BERNARD R;;RHEAULT PATRICK;;DROUIN NATHALIE,,https://lens.org/137-783-190-836-046,PENDING
837,US,A1,US 2012/0270273 A1,094-283-058-504-571,2012-10-25,2012,US 201213353662 A,2012-01-19,2011-01-26,TRANSCRIPTION ACTIVATOR-LIKE EFFECTORS,ZHANG FENG;;CONG LE;;KOSURI SRIRAM;;CHURCH GEORGE M;;HARVARD COLLEGE,ZHANG FENG;;CONG LE;;KOSURI SRIRAM;;CHURCH GEORGE M,PRESIDENT AND FELLOWS OF HARVARD COLLEGE (2012-06-25),https://lens.org/094-283-058-504-571,ACTIVE
838,US,A,US 5573585 A,092-769-277-779-572,1996-11-12,1996,US 29567994 A,1994-09-12,1992-03-11,Molecular sieves containing azo dyes,HOELDERICH WOLFGANG,LAUTH GUENTER;;HOELDERICH WOLFGANG;;WAGENBLAST GERHARD;;ALBERT BERNHARD;;LAMM GUNTHER;;REICHELT HELMUT;;GRUND CLEMENS;;GRUETTNER-MERTEN SABINE,HOELDERICH WOLFGANG (1994-08-30),https://lens.org/092-769-277-779-572,EXPIRED
839,CN,A,CN 102942631 A,074-215-226-219-64X,2013-02-27,2013,CN 201210336983 A,2005-08-04,2004-08-05,Humanized anti-cmet antagonists,GENENTECH INC,DENNIS MARK S;;BILLECI KAREN;;YOUNG JUDY;;ZHENG ZHONG,,https://lens.org/074-215-226-219-64X,INACTIVE
840,US,A1,US 2014/0093901 A1,114-976-282-857-844,2014-04-03,2014,US 201313952439 A,2013-07-26,2012-07-27,GENOME-SCALE METABOLIC NETWORK MODEL RECONSTRUCTION OF KLUYVEROMYCES MARXIANUS AND STRATEGIES FOR ENGINEERING NON-NATIVE PATHWAYS FOR 3-HYDROXYPROPIONATE PRODUCTION IN KLUYVEROMYCES MARXIANUS,KOREA ADVANCED INST SCI & TECH;;SAMSUNG ELECTRONICS CO LTD,LEE KYU-SANG;;KIM TAE-YONG;;SOHN SEUNG-BUM;;KOO HYUN-MIN;;PARK JAE-CHAN;;LEE SANG-YUP,SAMSUNG ELECTRONICS CO. LTD (2014-07-23),https://lens.org/114-976-282-857-844,DISCONTINUED
841,CN,A,CN 113122486 A,048-170-726-391-746,2021-07-16,2021,CN 201911420851 A,2019-12-31,2019-12-31,Full-biosynthesis method of malonic acid,UNIV JIANGNAN,DENG YU;;ZHAO YUNYING;;LI SHIYUN;;LI GUOHUI;;MAO YIN;;ZHOU SHENGHU,,https://lens.org/048-170-726-391-746,PENDING
842,WO,A1,WO 2019/213939 A1,123-591-279-312-439,2019-11-14,2019,CN 2018086490 W,2018-05-11,2018-05-11,"METHOD FOR RECONSTRUCTING COMPLEX BIOLOGICAL SYSTEM ON THE BASIS OF POLYPROTEIN, AND USE THEREOF IN HIGH ACTIVITY SUPER SIMPLIFIED NITROGEN FIXATION SYSTEM CONSTRUCTION",UNIV BEIJING,YANG JIANGUO;;XIE XIAQING;;XIANG NAN;;TIAN ZHEXIAN;;DIXON RAY;;WANG YIPING,,https://lens.org/123-591-279-312-439,PENDING
843,WO,A1,WO 2022/099087 A1,139-219-085-693-464,2022-05-12,2022,US 2021/0058352 W,2021-11-05,2020-11-05,AN AIRBORNE PATHOGEN DIAGNOSTIC PLATFORM,HARVARD COLLEGE;;MASSACHUSETTS INST TECHNOLOGY;;BETH ISRAEL DEACONESS MEDICAL CT INC,NGUYEN PETER;;SOENKSEN LUIS;;COLLINS JAMES;;DONGHIA NINA;;ANGENENT-MARI NICOLAAS;;GUIXE HELENA;;HUANG ALLY;;LEE ROSE;;ZHAO EVAN,,https://lens.org/139-219-085-693-464,PENDING
844,US,A1,US 2022/0387316 A1,197-379-516-646-018,2022-12-08,2022,US 202017775743 A,2020-11-13,2019-11-13,NANOEMULSION COMPOSITIONS FOR TREATING AEROALLERGEN ASSOCIATED ALLERGY AND INFLAMMATION,UNIV MICHIGAN REGENTS,LUKACS NICHOLAS;;BAKER JR JAMES R;;O'KONEK JESSICA,THE REGENTS OF THE UNIVERSITY OF MICHIGAN (2020-04-24),https://lens.org/197-379-516-646-018,PENDING
845,AU,B2,AU 2014/372166 B2,118-406-690-830-887,2017-10-26,2017,AU 2014/372166 A,2014-12-19,2013-12-23,Pharmaceutical combinations,NOVARTIS AG,LI FANG;;WANG HUI-QIN;;HALILOVIC ENSAR;;LIANG JINSHENG,,https://lens.org/118-406-690-830-887,INACTIVE
846,US,A1,US 2020/0138935 A1,083-775-004-611-381,2020-05-07,2020,US 201816630679 A,2018-07-13,2017-07-13,CHLAMYDIA NANOEMULSION VACCINE,NANOBIO CORP,FATTOM ALI;;BITKO VIRA,BLUEWILLOW BIOLOGICS INC (2018-07-09),https://lens.org/083-775-004-611-381,DISCONTINUED
847,WO,A3,WO 2017/059245 A3,037-180-127-540-324,2017-08-03,2017,US 2016/0054767 W,2016-09-30,2015-09-30,DEADMAN AND PASSCODE MICROBIAL KILL SWITCHES,UNIV BOSTON,CHAN TSZ YAN CLEMENT;;COLLINS JAMES J;;LEE JEONG WOOK;;CAMERON DOUGLAS EWEN,,https://lens.org/037-180-127-540-324,PENDING
848,WO,A3,WO 2008/121911 A3,066-723-812-533-173,2008-11-27,2008,US 2008/0058808 W,2008-03-30,2007-03-30,SOFTWARE FOR DESIGN AND VERIFICATION OF SYNTHETIC GENETIC CONSTRUCTS,VIRGINIA TECH INTELL PROP;;PECCOUD JEAN;;CAI YIZHI,PECCOUD JEAN;;CAI YIZHI,,https://lens.org/066-723-812-533-173,PENDING
849,JP,A1,JP WO2019177163 A1,166-301-466-494-671,2020-08-20,2020,JP 2020506682 A,2019-03-15,2018-03-16,マウス人工染色体ベクター及びその使用,国立大学法人鳥取大学;;株式会社Ｔｒａｎｓ Ｃｈｒｏｍｏｓｏｍｉｃｓ,香月 康宏;;押村 光雄;;阿部 智志,,https://lens.org/166-301-466-494-671,ACTIVE
850,WO,A1,WO 2015/171907 A1,075-284-977-337-845,2015-11-12,2015,US 2015/0029708 W,2015-05-07,2014-05-08,ISOTOPIC IDENTIFICATION AND TRACING OF BIOLOGIC PRODUCTS,JASPER JOHN P,JASPER JOHN P,,https://lens.org/075-284-977-337-845,PENDING
851,US,A1,US 2022/0136028 A1,119-435-523-268-814,2022-05-05,2022,US 202117515614 A,2021-11-01,2020-11-02,RECOMBINANT MICROORGANISM HAVING INCREASED ABILITY TO PRODUCE HYDROPHOBIC MATERIAL AND CELL-MEMBRANE ENGINEERING METHOD FOR PREPARATION THEREOF,KOREA ADVANCED INST SCI & TECH,LEE SANG YUP;;YANG DONGSOO;;PARK SEON YOUNG,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY (2021-10-22),https://lens.org/119-435-523-268-814,PENDING
852,US,A1,US 2013/0052235 A1,192-508-229-183-07X,2013-02-28,2013,US 201213591775 A,2012-08-22,2011-08-22,HERPES SIMPLEX VIRUS NANOEMULSION VACCINE,FATTOM ALI I;;SIMON JAKUB;;BAKER JR JAMES R;;NANOBIO CORP,FATTOM ALI I;;SIMON JAKUB;;BAKER JR JAMES R,BLUEWILLOW BIOLOGICS INC (2012-08-31),https://lens.org/192-508-229-183-07X,ACTIVE
853,WO,A1,WO 2016/006628 A1,125-575-710-519-000,2016-01-14,2016,JP 2015069634 W,2015-07-08,2014-07-09,"RNA-PROTEIN COMPLEX, AND RNA AND PROTEIN DELIVERY SYSTEM USING SAME",UNIV KYOTO,SAITO HIROHIDE;;OSADA ERIKO,,https://lens.org/125-575-710-519-000,PENDING
854,US,A,US 5468288 A,115-618-609-928-939,1995-11-21,1995,US 38737495 A,1995-02-13,1992-12-16,Masticating agent for rubber,RHEIN CHEMIE RHEINAU GMBH,STEGER LOTHAR;;SYROWATKA HORST;;SCHUETTE WALTER,,https://lens.org/115-618-609-928-939,EXPIRED
855,JP,A,JP 2020509751 A,096-749-165-870-061,2020-04-02,2020,JP 2019548882 A,2018-03-09,2017-03-10,高分泌収量の組み換えタンパク質を産生するための組成物及び方法,ボルト スレッズ インコーポレイテッド,キトルソン ジョシュア;;スティーブンス トーマス;;ヒル レナ;;ペッシェ カルロス グスタボ;;ブレスラウアー デイビッド;;ウィドマイヤー ダニエル,,https://lens.org/096-749-165-870-061,ACTIVE
856,US,A1,US 2021/0147883 A1,040-998-916-457-506,2021-05-20,2021,US 202016785510 A,2020-02-07,2013-12-27,METHODS AND ORGANISMS WITH INCREASED CARBON FLUX EFFICIENCIES,GENOMATICA INC,BURGARD ANTHONY P;;OSTERHOUT ROBIN E;;VAN DIEN STEPHEN J;;PHARKYA PRITI;;YANG TAE HOON;;CHOI JUNGIK,,https://lens.org/040-998-916-457-506,DISCONTINUED
857,WO,A1,WO 2013/082073 A1,187-433-129-876-587,2013-06-06,2013,US 2012/0066737 W,2012-11-28,2011-12-02,HEMOSTATIC BIOABSORBABLE DEVICE WITH POLYETHYLENE GLYCOL BINDER,ETHICON INC,PESNELL AARON D;;LLANOS GERARD,,https://lens.org/187-433-129-876-587,PENDING
858,EP,B1,EP 3280802 B1,199-732-655-396-095,2021-08-04,2021,EP 16777310 A,2016-04-07,2015-04-09,ENGINEERED BACTERIA FOR PRODUCTION AND RELEASE OF THERAPEUTICS,UNIV CALIFORNIA;;MASSACHUSETTS INST TECHNOLOGY,HASTY JEFF;;TSIMRING LEV;;DIN MUHAMMAD OMAR;;PRINDLE ARTHUR;;BHATIA SANGEETA;;DANINO TAL,,https://lens.org/199-732-655-396-095,ACTIVE
859,US,A1,US 2020/0143255 A1,159-956-626-122-767,2020-05-07,2020,US 201816626824 A,2018-06-27,2017-06-27,DNA-BASED NEURAL NETWORK,TECHNION RES & DEV FOUNDATION,DANIEL RAMEZ;;DANIAL LOAI,TECHNION RESEARCH & DEVELOPMENT FOUNDATION LIMITED (2021-11-23),https://lens.org/159-956-626-122-767,PENDING
860,WO,A1,WO 2017/201390 A1,146-992-761-800-985,2017-11-23,2017,US 2017/0033515 W,2017-05-19,2016-05-19,NOVEL ADJUVANT COMPOSITIONS,UNIV MICHIGAN REGENTS;;NANOBIO CORP,BAKER JAMES R JR;;SMITH DOUGLAS M;;CIOTTI SUSAN,,https://lens.org/146-992-761-800-985,PENDING
861,CN,A,CN 109312400 A,067-037-888-477-32X,2019-02-05,2019,CN 201780032561 A,2017-03-24,2016-03-25,SYNTHETIC NUCLEIC ACID SPIKE-INS,KARIUS INC,CHRISTIANS FRED C;;VILFAN IGOR D;;KERTESZ MICHAEL;;BLAUWKAMP TIMOTHY A;;VENKATASUBRAHMANYAM SHIVKUMAR;;ROSEN MICHAEL;;SIT RENE,,https://lens.org/067-037-888-477-32X,PENDING
862,KR,A,KR 20180059359 A,092-484-224-360-795,2018-06-04,2018,KR 20170154218 A,2017-11-17,2016-11-25,MAM-specific Fluorescent Calcium Sensor and Use thereof,POSTECH ACAD IND FOUND,SANG KI PARK;;SUH YEONGJUN;;KIMSEUNGHYUN,,https://lens.org/092-484-224-360-795,ACTIVE
863,WO,A1,WO 2019/099644 A1,109-169-504-901-23X,2019-05-23,2019,US 2018/0061247 W,2018-11-15,2017-11-15,METHODS AND KITS FOR USING RECOMBINANT MICROORGANISMS AS DIRECT REAGENTS IN BIOLOGICAL APPLICATIONS,UNIV TEXAS,ELLINGTON ANDREW;;BHADRA SANCHITA;;ELLEFSON JARED;;GOLLIHAR JIMMY;;POTHUKUCHY ARTI;;BYROM MICHELLE;;SHROFF RAGHAV,,https://lens.org/109-169-504-901-23X,PENDING
864,EP,B1,EP 3356537 B1,013-457-950-884-009,2022-08-17,2022,EP 16852769 A,2016-09-30,2015-10-02,RECOMBINANT MAIZE B CHROMOSOME SEQUENCE AND USES THEREOF,MONSANTO TECHNOLOGY LLC,KERSTETTER RANDALL;;LAMB JONATHAN C;;REAM THOMAS S;;YANG SHIAW-PYNG;;ZHOU XUEFENG,,https://lens.org/013-457-950-884-009,ACTIVE
865,US,B1,US 6261597 B1,027-081-291-915-152,2001-07-17,2001,US 45349499 A,1999-12-03,1995-08-31,Method for treating periodontal disease,KURTZ SEYMOUR J.,KURTZ SEYMOUR J,,https://lens.org/027-081-291-915-152,EXPIRED
866,US,A1,US 2019/0032044 A1,118-842-027-337-085,2019-01-31,2019,US 201615775070 A,2016-11-18,2015-11-19,"PARALLEL FUNCTIONAL TESTING OF SYNTHETIC DNA PARTS, PATHWAYS, AND GENOMES",ETH ZUERICH,CHRISTEN BEAT;;CHRISTEN MATTHIAS,GIGABASES SWITZERLAND AG (2020-11-11);;CHRISTEN MATTHIAS (2020-10-14);;CHRISTEN BEAT (2020-10-14);;ETH ZURICH (2018-05-02),https://lens.org/118-842-027-337-085,ACTIVE
867,WO,A1,WO 2018/192156 A1,176-083-676-209-541,2018-10-25,2018,CN 2017100448 W,2017-09-05,2017-04-21,ULTRA-REMOTE INTELLIGENT DIAGNOSIS AND TREATMENT SYSTEM FOR DIABETES,SUZHOU SYNTHERAPY CO LTD,YE HAIFENG;;SHAO JIAWEI;;YU GUILING;;XUE SHUAI;;YU YUANHUAN;;BAI YU,,https://lens.org/176-083-676-209-541,PENDING
868,CN,A,CN 107164375 A,081-522-886-647-694,2017-09-15,2017,CN 201710380366 A,2017-05-25,2017-05-25,Application of novel guide RNA (Ribonucleic Acid) expression cassette in CRISPR/Cas (Clustered Regularly Interspaced Short Palindromic Repeats) system,TIANJIN INST IND BIOTECHNOLOGY CAS,SUN JIBIN;;ZHENG XIAOMEI;;ZHENG PING;;MA YANHE,,https://lens.org/081-522-886-647-694,ACTIVE
869,WO,A3,WO 2019/032576 A3,117-399-429-122-722,2019-03-21,2019,US 2018/0045597 W,2018-08-07,2017-08-08,BACTERIOPHAGE ENGINEERING VIA METHODS INVOLVING GIBSON ASSEMBLY,CHARLES STARK DRAPER LABORATORY INC,MCFARLAND KIRSTY A;;ROGERS MILES T;;MCBRINE CONNOR;;HOLDER JASON,,https://lens.org/117-399-429-122-722,PENDING
870,WO,A1,WO 2018/087760 A1,103-523-827-292-628,2018-05-17,2018,IL 2017051221 W,2017-11-09,2016-11-10,HIGHLY EFFICIENT AND TUNABLE SYSTEM FOR THE INCORPORATION OF UNNATURAL AMINO ACIDS INTO PROTEINS IN ESCHERICHIA COLI,B G NEGEV TECHNOLOGIES AND APPLICATIONS LTD AT BEN GURION UNIV;;UNIV MINNESOTA,ALFONTA LITAL;;NOIREAUX VINCENT;;SCHLESINGER ORR;;CHEMLA YONATAN;;OZER EDEN,,https://lens.org/103-523-827-292-628,PENDING
871,WO,A1,WO 2018/148703 A1,052-664-804-227-20X,2018-08-16,2018,US 2018/0017913 W,2018-02-13,2017-02-13,SYNTHETIC METHYLOTROPHS AND USES THEREOF,PAPOUTSAKIS ELEFTHERIOS T;;BENNETT ROBERT KYLE;;GONZALEZ JACQUELINE;;WHITAKER WILLIAM BRIAN;;ANTONIEWICZ MACIEK,PAPOUTSAKIS ELEFTHERIOS T;;BENNETT ROBERT;;GONZALEZ JACQUELINE;;WHITAKER WILLIAM BRIAN;;ANTONIEWICZ MACIEK,,https://lens.org/052-664-804-227-20X,PENDING
872,WO,A1,WO 2014/026327 A1,091-910-404-386-741,2014-02-20,2014,CN 2012080131 W,2012-08-15,2012-08-15,4-HETEROARYL SUBSTITUTED BENZOIC ACID COMPOUNDS AS RORGAMMAT INHIBITORS AND USES THEREOF,MERCK SHARP & DOHME;;BARR KENNETH JAY;;BEINSTOCK COREY;;MACLEAN JOHN;;ZHANG HONGJUN;;BERESIS RICHARD THOMAS;;ZHANG DONGSHAN,BARR KENNETH JAY;;BEINSTOCK COREY;;MACLEAN JOHN;;ZHANG HONGJUN;;BERESIS RICHARD THOMAS;;ZHANG DONGSHAN,,https://lens.org/091-910-404-386-741,PENDING
873,AU,B2,AU 2012/324543 B2,154-051-244-669-929,2017-08-10,2017,AU 2012/324543 A,2012-10-12,2011-10-19,Method of reducing facial flushing associated with systemic use of phosphodiesterase type 5 inhibitors,GALDERMA SA,SCHERER WARREN J;;CLAPP ARTHUR;;ANDRES PHILIPPE,,https://lens.org/154-051-244-669-929,ACTIVE
874,WO,A2,WO 2017/178896 A2,100-360-348-857-385,2017-10-19,2017,IB 2017000683 W,2017-04-13,2016-04-13,METHOD FOR THE PREPARATION OF BIOSYNTHETIC DEVICE AND THEIR USES IN DIAGNOSTICS,ALCEDIAG;;CENTRE NAT DE LA RECH SCIENT (CNRS);;CHU MONTPELLIER,MOLINA FRANCK;;COURBET ALEXIS;;SANTOS SCHNEIDER FRANCISCO,,https://lens.org/100-360-348-857-385,PENDING
875,WO,A1,WO 2014/115104 A1,178-794-883-496-954,2014-07-31,2014,IB 2014058501 W,2014-01-23,2013-01-23,INFLUENZA VIRUS REASSORTMENT,NOVARTIS AG;;SYNTHETIC GENOMICS VACCINES INC,DORMITZER PHILIP;;MASON PETER;;SUPHAPHIPHAT PIRADA;;GIBSON DANIEL;;WENTWORTH DAVID;;STOCKWELL TIMOTHY;;GLASS JOHN,,https://lens.org/178-794-883-496-954,PENDING
